A_id,Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
540,high,medium,high,very_low,medium,high,low,good
541,low,low,high,low,very_low,medium,very_low,bad
542,medium,very_low,medium,low,medium,very_low,low,good
543,very_low,medium,very_high,very_high,medium,very_low,very_high,bad
544,very_low,high,high,very_low,high,medium,very_low,good
545,medium,medium,low,high,very_low,high,medium,bad
546,very_low,very_high,very_high,very_low,low,low,very_low,good
547,low,very_high,high,high,medium,very_low,medium,bad
548,very_low,high,low,medium,low,very_high,high,bad
549,low,medium,very_low,very_low,medium,very_high,very_low,bad
550,very_low,very_low,very_high,high,very_high,medium,medium,good
551,high,very_low,high,low,very_high,very_low,very_high,good
552,high,very_low,low,high,very_low,medium,very_low,bad
553,low,very_high,very_low,low,low,medium,very_low,bad
554,very_low,medium,high,very_low,high,high,very_low,bad
555,very_high,low,very_low,medium,medium,high,low,good
556,very_high,very_low,medium,low,very_high,low,very_high,good
557,low,very_high,high,very_low,very_high,low,very_low,good
558,low,medium,low,low,high,high,very_low,bad
559,very_high,high,medium,medium,high,high,very_low,good
560,high,high,very_low,medium,medium,high,low,bad
561,very_high,very_low,medium,medium,high,low,low,good
562,high,medium,high,very_low,low,very_high,medium,good
563,very_high,low,high,very_high,low,very_low,medium,bad
564,medium,medium,very_high,very_high,high,medium,medium,good
565,high,medium,low,high,low,high,medium,bad
566,very_low,very_high,very_low,very_low,medium,very_high,low,bad
567,high,low,high,high,low,high,low,good
568,high,low,medium,high,very_low,medium,low,bad
569,medium,low,very_high,medium,medium,high,low,good
570,very_high,very_high,low,very_low,very_high,medium,very_high,good
571,high,very_high,very_low,low,high,medium,low,bad
572,very_low,very_high,very_low,very_low,low,very_high,high,bad
573,very_high,very_low,low,very_low,high,high,very_high,good
574,high,very_low,very_high,high,very_high,high,low,good
575,very_high,very_high,very_high,very_low,medium,low,very_high,good
576,high,high,medium,very_high,medium,high,high,good
577,high,high,very_low,very_low,very_high,low,low,bad
578,high,high,low,very_high,very_low,low,high,good
579,very_low,very_high,high,very_low,medium,low,very_low,good
580,low,very_high,high,very_high,high,low,very_high,bad
581,very_high,low,very_low,very_low,very_high,high,medium,bad
582,very_high,medium,very_low,high,high,medium,low,bad
583,very_high,medium,low,very_high,medium,low,high,good
584,high,low,very_high,very_low,medium,high,low,good
585,very_low,medium,low,low,medium,very_high,medium,bad
586,medium,high,low,medium,medium,very_high,high,good
587,very_low,medium,medium,very_high,very_low,high,very_high,bad
588,low,high,low,very_high,very_low,very_low,low,bad
589,low,medium,medium,high,low,medium,low,bad
590,very_high,medium,low,high,medium,medium,medium,bad
591,medium,high,high,very_low,low,high,very_low,good
592,very_high,very_high,medium,medium,low,medium,very_high,good
593,low,low,medium,medium,high,high,very_high,bad
594,low,very_high,very_high,low,medium,very_low,medium,bad
595,very_high,low,very_low,very_low,very_high,medium,high,bad
596,medium,low,very_high,very_low,very_high,very_low,very_high,good
597,very_low,medium,medium,very_low,high,very_low,medium,good
598,high,high,very_high,medium,high,very_low,high,bad
599,medium,high,high,very_high,high,medium,very_high,good
600,medium,very_low,very_high,medium,medium,high,medium,good
601,very_high,very_high,very_low,medium,low,high,medium,good
602,high,high,medium,low,low,very_high,high,bad
603,high,very_low,low,very_high,medium,low,high,good
604,high,medium,low,high,very_low,low,high,good
605,very_high,very_low,very_low,high,high,high,high,good
606,very_high,low,very_low,medium,medium,high,medium,bad
607,medium,very_high,medium,low,very_low,very_low,high,good
608,medium,very_low,low,medium,very_high,very_low,medium,good
609,high,very_high,very_low,very_low,low,high,high,good
610,low,low,very_high,very_low,low,medium,low,bad
611,low,high,high,low,high,high,medium,good
612,very_high,very_low,high,very_low,very_high,low,very_high,good
613,medium,low,low,medium,very_low,medium,very_low,bad
614,medium,very_high,medium,very_low,very_low,medium,medium,bad
615,very_high,medium,very_low,very_low,very_high,high,very_high,good
616,very_high,high,low,very_high,very_low,low,high,bad
617,low,high,medium,high,low,very_high,low,bad
618,very_high,medium,very_low,medium,medium,high,very_low,good
619,very_low,high,high,medium,high,medium,very_high,bad
620,low,low,very_high,low,low,low,low,bad
621,medium,very_low,low,high,very_low,very_high,very_low,bad
622,high,very_low,very_low,very_low,very_high,high,high,bad
623,medium,medium,low,low,medium,high,high,bad
624,high,very_high,very_low,very_high,medium,high,high,good
625,medium,low,very_high,high,high,medium,low,good
626,very_low,very_low,very_high,medium,very_high,medium,very_high,bad
627,very_high,very_low,low,very_high,very_high,very_low,high,good
628,very_low,low,very_high,very_low,medium,high,medium,good
629,medium,high,medium,medium,low,high,medium,good
630,medium,medium,very_high,medium,very_high,very_low,very_high,bad
631,high,medium,very_low,medium,low,high,medium,bad
632,medium,low,medium,very_high,medium,high,very_high,good
633,medium,high,high,medium,high,very_low,very_high,bad
634,very_high,very_high,medium,medium,very_high,medium,very_high,good
635,low,very_high,very_high,high,very_low,medium,low,bad
636,low,low,high,very_high,low,medium,high,bad
637,high,medium,very_low,low,very_high,very_high,medium,bad
638,medium,medium,high,medium,very_low,medium,medium,bad
639,very_low,very_high,high,very_low,medium,high,very_low,good
640,low,very_high,medium,very_low,medium,very_high,high,bad
641,medium,low,very_high,high,medium,medium,medium,bad
642,medium,high,medium,very_high,very_low,medium,very_low,bad
643,high,medium,high,very_high,very_high,very_low,very_high,good
644,very_low,medium,high,high,low,medium,very_high,bad
645,very_high,high,high,very_high,very_low,very_low,high,bad
646,low,high,high,very_low,low,high,low,bad
647,high,high,low,low,very_low,very_high,low,good
648,high,medium,medium,medium,low,very_low,very_low,bad
649,very_low,low,very_high,high,high,low,high,good
650,very_low,very_low,very_high,very_high,very_high,low,medium,good
651,high,low,low,very_high,very_high,very_low,very_high,good
652,medium,low,medium,high,very_low,very_low,very_low,bad
653,medium,very_low,very_high,very_low,low,high,low,good
654,medium,low,low,high,low,very_high,low,bad
655,very_low,low,very_high,high,very_low,medium,very_high,bad
656,very_high,high,low,very_high,low,medium,medium,bad
657,very_low,high,very_high,very_high,very_low,high,medium,bad
658,medium,high,low,very_high,very_low,very_low,high,bad
659,medium,very_high,high,low,high,very_low,medium,bad
660,medium,medium,very_high,high,medium,high,medium,good
661,medium,medium,medium,very_low,high,high,medium,bad
662,low,medium,high,medium,high,high,very_low,good
663,medium,very_high,low,very_high,very_low,very_low,very_high,bad
664,very_high,high,very_low,medium,high,very_high,low,bad
665,high,very_low,very_high,very_high,high,very_high,high,good
666,high,very_high,very_low,high,very_low,low,low,good
667,very_low,high,very_low,very_low,low,very_high,low,bad
668,very_high,very_low,high,high,very_low,very_high,medium,good
669,very_high,high,medium,high,high,very_low,very_high,bad
670,very_low,medium,high,low,very_high,high,very_high,bad
671,very_high,high,low,low,low,medium,very_high,good
672,very_high,very_high,very_low,very_high,very_low,low,medium,good
673,very_low,very_high,low,very_low,high,very_high,medium,bad
674,very_high,very_high,low,very_high,very_high,very_low,very_high,good
675,very_high,very_high,medium,low,low,low,medium,good
676,high,low,high,high,very_low,very_low,low,bad
677,very_low,very_high,medium,low,medium,high,medium,good
678,medium,very_high,very_low,high,low,high,very_low,bad
679,medium,very_low,very_high,very_high,very_high,high,medium,good
680,very_high,high,high,medium,very_low,medium,very_high,bad
681,medium,very_high,medium,very_high,low,very_low,high,good
682,medium,high,high,very_low,high,very_low,medium,bad
683,high,very_low,high,very_high,very_high,very_low,high,good
684,very_low,low,high,low,high,very_high,very_high,bad
685,low,high,medium,medium,very_low,medium,medium,bad
686,very_low,low,very_high,low,high,medium,very_high,bad
687,medium,medium,very_high,high,high,low,very_low,good
688,very_low,very_high,low,low,very_low,very_low,low,bad
689,medium,medium,medium,very_low,very_high,low,medium,good
690,very_low,high,very_high,very_high,high,low,very_high,bad
691,very_low,medium,medium,low,high,very_high,high,bad
692,medium,very_high,medium,very_low,low,high,very_low,good
693,very_high,medium,medium,very_low,low,low,very_low,good
694,very_high,medium,very_low,low,low,medium,low,bad
695,very_low,medium,low,medium,high,high,very_high,bad
696,medium,low,low,high,low,low,very_low,bad
697,low,high,high,low,very_high,low,very_low,good
698,medium,very_high,very_low,medium,high,medium,very_low,good
699,medium,high,very_high,very_low,high,medium,low,good
700,very_low,very_high,low,very_low,low,very_high,very_high,bad
701,high,high,very_low,low,very_high,medium,high,bad
702,high,high,very_low,high,high,high,low,bad
703,high,very_high,medium,very_high,very_low,low,very_high,bad
704,very_low,very_high,low,low,very_high,very_low,very_low,good
705,very_high,high,medium,high,low,low,high,good
706,very_low,very_low,high,low,medium,very_high,very_low,bad
707,medium,very_high,medium,very_low,high,very_low,very_high,good
708,low,very_high,medium,very_low,very_low,high,very_low,good
709,high,very_high,high,very_high,very_low,very_low,very_high,bad
710,very_low,very_low,high,very_low,medium,high,very_low,bad
711,very_high,very_high,medium,medium,low,very_low,very_low,bad
712,very_low,medium,medium,very_high,low,very_high,very_high,bad
713,medium,very_high,low,medium,medium,medium,medium,bad
714,very_low,very_high,very_high,high,very_high,very_low,medium,good
715,high,very_high,medium,very_low,very_low,medium,very_high,good
716,very_high,low,medium,low,high,medium,very_high,good
717,high,high,medium,high,medium,very_low,very_high,bad
718,high,very_low,very_high,medium,very_low,medium,very_low,bad
719,low,high,high,high,medium,very_low,medium,good
720,very_low,very_high,very_low,low,very_low,very_high,very_high,bad
721,very_low,low,high,low,very_high,high,very_high,bad
722,medium,very_low,very_high,high,high,high,medium,good
723,very_high,medium,high,medium,high,medium,very_low,good
724,medium,high,very_high,very_low,low,high,very_low,good
725,very_high,low,low,medium,low,medium,low,bad
726,low,high,medium,medium,low,medium,medium,bad
727,medium,very_low,very_low,low,high,very_high,high,bad
728,medium,very_low,high,very_high,very_low,very_low,very_low,bad
729,high,high,medium,high,very_low,medium,very_low,bad
730,medium,low,low,very_low,very_high,low,low,good
731,high,medium,medium,high,low,very_high,low,good
732,very_high,very_high,very_low,very_high,very_low,medium,low,good
733,medium,low,very_high,very_high,very_high,low,very_low,good
734,low,low,very_high,low,high,medium,medium,good
735,low,very_high,high,medium,high,medium,low,good
736,very_high,low,medium,very_high,very_high,very_low,very_high,good
737,low,high,high,medium,very_high,high,medium,bad
738,very_high,medium,high,very_low,very_high,low,very_high,good
739,low,high,very_high,high,medium,low,medium,bad
740,very_low,high,high,high,high,low,very_low,good
741,high,high,low,very_high,very_low,very_low,medium,good
742,very_low,high,high,low,high,medium,very_high,bad
743,high,medium,low,medium,medium,high,low,bad
744,high,very_low,very_high,medium,low,medium,low,bad
745,medium,high,high,very_low,low,high,very_low,good
746,very_low,very_low,very_high,low,very_high,very_high,very_high,bad
747,high,medium,very_low,very_low,medium,medium,very_low,bad
748,medium,low,high,low,high,high,very_low,good
749,high,high,low,high,high,very_low,very_high,good
750,very_high,low,medium,very_high,very_low,very_low,medium,bad
751,high,very_low,very_low,high,medium,low,low,good
752,medium,low,high,very_low,high,very_low,medium,good
753,very_high,very_low,very_high,very_high,high,very_high,high,good
754,very_high,very_high,very_low,high,very_low,high,very_high,bad
755,very_low,medium,medium,low,high,high,high,bad
756,low,high,low,high,low,medium,low,bad
757,very_low,medium,high,very_high,very_low,high,very_high,bad
758,high,medium,medium,very_high,medium,high,very_low,good
759,very_high,high,low,low,very_high,medium,very_high,good
760,medium,medium,high,low,medium,very_low,high,good
761,very_high,very_low,very_low,very_high,high,medium,medium,good
762,low,low,very_high,very_low,medium,medium,low,good
763,medium,very_high,low,low,low,low,low,good
764,very_low,medium,high,medium,very_high,high,low,good
765,high,low,high,very_high,high,high,low,good
766,very_low,medium,high,high,very_high,low,low,good
767,medium,very_high,medium,very_low,very_high,very_low,medium,bad
768,high,high,very_low,medium,low,low,high,bad
769,very_high,very_high,low,low,very_high,very_low,medium,bad
770,high,very_high,medium,medium,low,very_low,very_high,good
771,high,medium,medium,medium,very_high,very_low,high,good
772,low,low,medium,high,high,high,very_high,bad
773,low,high,medium,very_high,very_low,very_high,low,bad
774,high,high,low,very_low,medium,medium,medium,good
775,high,very_low,very_low,low,high,medium,low,good
776,high,very_high,low,very_high,very_low,low,high,good
777,high,high,low,very_high,low,very_low,medium,good
